NODE,SUBNET,WAS_M,DIVERT_AT,DIVERT_DOWN_M,TO_NODE,TO_SUBNET,EXTRA_M,DEF_M,RESCUED
N000323,S003,56.73,N003270,8465.8,N003298,S160,116.2,56.9,0
N000196,S004,56.65,N001038,8745.4,N000999,S156,85.0,57.16,0
N000311,S003,56.64,N003270,8124.9,N003298,S160,116.2,56.8,0
N000308,S003,56.61,N003270,7912.1,N003298,S160,116.2,56.77,0
N000326,S003,56.53,N003270,8682.2,N003298,S160,116.2,56.69,0
N000353,S003,56.48,N003270,7854.1,N003298,S160,116.2,56.64,0
N000338,S003,56.46,N003270,8384.3,N003298,S160,116.2,56.62,0
N000209,S004,56.45,N001038,8602.7,N000999,S156,85.0,56.97,0
N006586,S014,56.44,N007524,7683.3,N007564,S006,102.0,57.95,0
N000358,S003,56.34,N003270,7935.6,N003298,S160,116.2,56.5,0
N000250,S004,56.25,N001038,8610.8,N000999,S156,85.0,56.76,0
N000367,S003,56.24,N003270,8114.1,N003298,S160,116.2,56.41,0
N000370,S003,56.1,N003270,8183.4,N003298,S160,116.2,56.27,0
N000335,S003,56.06,N003270,8602.3,N003298,S160,116.2,56.22,0
N000232,S004,56.0,N001038,8219.1,N000999,S156,85.0,56.52,0
N000399,S003,55.98,N003270,8686.7,N003298,S160,116.2,56.14,0
N000327,S003,55.9,N003270,7887.9,N003298,S160,116.2,56.07,0
N000344,S003,55.85,N003270,7935.6,N003298,S160,116.2,56.01,0
N000223,S004,55.84,N001038,8337.2,N000999,S156,85.0,56.35,0
N000342,S003,55.82,N003270,7912.6,N003298,S160,116.2,55.98,0
N000357,S003,55.79,N003270,8207.7,N003298,S160,116.2,55.95,0
N006542,S014,55.76,N007524,7585.8,N007564,S006,102.0,57.27,0
N000352,S003,55.71,N003270,8530.2,N003298,S160,116.2,55.87,0
N000337,S003,55.68,N003270,7785.4,N003298,S160,116.2,55.84,0
N000097,S007,55.66,N000275,2414.1,X000008,S004,1253.5,43.02,0
N000360,S003,55.64,N003270,8270.6,N003298,S160,116.2,55.8,0
N000336,S003,55.62,N003270,7830.4,N003298,S160,116.2,55.78,0
N000351,S003,55.6,N003270,8017.9,N003298,S160,116.2,55.76,0
N000276,S004,55.54,N001038,7782.8,N000999,S156,85.0,56.05,0
N000350,S003,55.49,N003270,8120.0,N003298,S160,116.2,55.65,0
N000362,S003,55.45,N003270,8442.5,N003298,S160,116.2,55.61,0
N000347,S003,55.4,N003270,8648.7,N003298,S160,116.2,55.56,0
N001969,S004,55.4,N001038,7981.5,N000999,S156,85.0,55.91,0
N000373,S003,55.36,N003270,8443.3,N003298,S160,116.2,55.52,0
N000255,S004,55.31,N001038,7501.4,N000999,S156,85.0,55.83,0
N000356,S003,55.31,N003270,8093.2,N003298,S160,116.2,55.47,0
X000001,S005,55.19,N002822,9163.8,N002836,S092,81.5,55.75,0
N000419,S003,55.17,N003270,8810.7,N003298,S160,116.2,55.33,0
N000445,S003,55.16,N003270,8105.4,N003298,S160,116.2,55.32,0
N000369,S003,55.15,N003270,8418.8,N003298,S160,116.2,55.31,0
N000269,S004,55.1,N001038,7728.4,N000999,S156,85.0,55.61,0
N000246,S004,55.09,N001038,7635.1,N000999,S156,85.0,55.6,0
N000371,S003,55.08,N003270,8515.2,N003298,S160,116.2,55.24,0
N000339,S003,55.07,N003270,7608.0,N003298,S160,116.2,55.23,0
N006631,S014,55.04,N007524,7549.9,N007564,S006,102.0,56.55,0
N000391,S003,55.0,N003270,7642.9,N003298,S160,116.2,55.16,0
N000421,S003,54.98,N003270,8886.8,N003298,S160,116.2,55.14,0
N006637,S014,54.98,N007524,7538.0,N007564,S006,102.0,56.49,0
N000456,S003,54.97,N003270,8226.8,N003298,S160,116.2,55.13,0
N005143,S005,54.97,N002822,10276.5,N002836,S092,81.5,55.53,0
N006576,S014,54.97,N007524,7496.0,N007564,S006,102.0,56.48,0
N006969,S014,54.96,N007524,7869.1,N007564,S006,102.0,56.47,0
N000681,S003,54.94,N003270,8554.5,N003298,S160,116.2,55.1,0
N000428,S003,54.91,N003270,8067.9,N003298,S160,116.2,55.07,0
N002229,S004,54.88,N001038,7998.5,N000999,S156,85.0,55.4,0
N006661,S014,54.88,N007524,7551.3,N007564,S006,102.0,56.39,0
N000385,S003,54.8,N003270,8548.6,N003298,S160,116.2,54.96,0
N005062,S005,54.8,N002822,9639.6,N002836,S092,81.5,55.35,0
N006638,S014,54.79,N007524,7495.9,N007564,S006,102.0,56.3,0
N000710,S003,54.74,N003270,8561.6,N003298,S160,116.2,54.9,0
N001924,S004,54.73,N001038,7865.9,N000999,S156,85.0,55.25,0
N000443,S003,54.72,N003270,8147.9,N003298,S160,116.2,54.88,0
N000402,S003,54.63,N003270,7637.1,N003298,S160,116.2,54.79,0
N000423,S003,54.63,N003270,8312.9,N003298,S160,116.2,54.79,0
N000449,S003,54.55,N003270,8236.3,N003298,S160,116.2,54.71,0
N006864,S014,54.55,N007524,7430.1,N007564,S006,102.0,56.05,0
N000397,S003,54.52,N003270,7607.8,N003298,S160,116.2,54.69,0
N000697,S003,54.46,N003270,8515.2,N003298,S160,116.2,54.62,0
N002177,S004,54.3,N001038,7911.0,N000999,S156,85.0,54.82,0
N000220,S004,54.25,N001038,8375.3,N000999,S156,85.0,54.76,0
N000384,S003,54.15,N003270,7339.3,N003298,S160,116.2,54.32,0
N000382,S003,54.14,N003270,8624.7,N003298,S160,116.2,54.3,0
N006614,S014,54.13,N007524,7409.3,N007564,S006,102.0,55.64,0
N000429,S003,54.07,N003270,8963.2,N003298,S160,116.2,54.23,0
N005119,S005,54.03,N002822,9680.5,N002836,S092,81.5,54.58,0
N000394,S003,54.0,N003270,7204.8,N003298,S160,116.2,54.17,0
N002241,S004,53.96,N001038,8013.3,N000999,S156,85.0,54.47,0
N006626,S014,53.93,N007524,7382.7,N007564,S006,102.0,55.44,0
N000230,S004,53.8,N001038,8555.8,N000999,S156,85.0,54.31,0
N003512,S004,53.74,N001038,10495.9,N000999,S156,85.0,54.25,0
N000420,S003,53.66,N003270,7182.9,N003298,S160,116.2,53.82,0
N005046,S005,53.65,N002822,9554.0,N002836,S092,81.5,54.2,0
N000386,S003,53.64,N003270,8681.7,N003298,S160,116.2,53.8,0
N006652,S014,53.51,N007524,7323.7,N007564,S006,102.0,55.01,0
N004919,S005,53.49,N002822,9901.0,N002836,S092,81.5,54.05,0
N000412,S003,53.45,N003270,7109.8,N003298,S160,116.2,53.62,0
N000554,S003,53.36,N003270,7239.7,N003298,S160,116.2,53.52,0
N005109,S005,53.3,N002822,9587.7,N002836,S092,81.5,53.86,0
N000488,S003,53.22,N003270,7545.5,N003298,S160,116.2,53.38,0
N000393,S003,53.19,N003270,8835.2,N003298,S160,116.2,53.35,0
N000464,S003,53.05,N003270,7138.1,N003298,S160,116.2,53.21,0
N005129,S005,53.04,N002822,10108.1,N002836,S092,81.5,53.6,0
N000558,S003,52.99,N003270,7399.6,N003298,S160,116.2,53.15,0
N003719,S004,52.93,N001038,11233.1,N000999,S156,85.0,53.44,0
N000600,S003,52.92,N003270,7589.0,N003298,S160,116.2,53.08,0
N000467,S003,52.85,N003270,7204.9,N003298,S160,116.2,53.01,0
N000444,S003,52.77,N003270,6997.9,N003298,S160,116.2,52.93,0
N000504,S003,52.68,N003270,7480.9,N003298,S160,116.2,52.84,0
N005130,S005,52.68,N002822,10240.5,N002836,S092,81.5,53.24,0
N000388,S003,52.67,N003270,8759.0,N003298,S160,116.2,52.83,0
N000237,S004,52.62,N001038,8436.6,N000999,S156,85.0,53.14,0
N000639,S003,52.58,N003270,7799.0,N003298,S160,116.2,52.74,0
N005102,S005,52.57,N002822,10171.1,N002836,S092,81.5,53.13,0
N000469,S003,52.51,N003270,6861.1,N003298,S160,116.2,52.67,0
N005104,S005,52.51,N002822,10287.6,N002836,S092,81.5,53.07,0
N000475,S003,52.48,N003270,6936.4,N003298,S160,116.2,52.64,0
N000525,S003,52.33,N003270,7306.7,N003298,S160,116.2,52.49,0
N002163,S004,52.24,N001038,7766.2,N000999,S156,85.0,52.75,0
N000646,S003,52.21,N003270,7881.9,N003298,S160,116.2,52.37,0
N002204,S004,52.21,N001038,7640.6,N000999,S156,85.0,52.72,0
N002726,S004,52.21,N001038,8502.5,N000999,S156,85.0,52.72,0
N000465,S003,52.2,N003270,6764.3,N003298,S160,116.2,52.36,0
N001803,S004,52.17,N001038,7779.7,N000999,S156,85.0,52.68,0
N001971,S004,52.17,N001038,8158.8,N000999,S156,85.0,52.68,0
N000487,S003,52.14,N003270,7001.0,N003298,S160,116.2,52.3,0
N000546,S003,52.14,N003270,7404.5,N003298,S160,116.2,52.3,0
N000403,S003,52.12,N003270,8911.7,N003298,S160,116.2,52.28,0
N000490,S003,52.07,N003270,7032.6,N003298,S160,116.2,52.23,0
N000560,S003,51.93,N003270,7465.2,N003298,S160,116.2,52.09,0
N005099,S005,51.88,N002822,10023.0,N002836,S092,81.5,52.44,0
N000602,S003,51.84,N003270,7649.7,N003298,S160,116.2,52.0,0
N000495,S003,51.82,N003270,7110.0,N003298,S160,116.2,51.98,0
N003523,S004,51.82,N001038,11523.0,N000999,S156,85.0,52.34,0
N000411,S003,51.81,N003270,8955.6,N003298,S160,116.2,51.97,0
N002158,S004,51.76,N001038,7552.0,N000999,S156,85.0,52.27,0
N000295,S004,51.75,N001038,7133.9,N000999,S156,85.0,52.27,0
N000292,S004,51.72,N001038,7107.6,N000999,S156,85.0,52.23,0
N000608,S003,51.51,N003270,7705.4,N003298,S160,116.2,51.67,0
N002021,S004,51.5,N001038,7465.9,N000999,S156,85.0,52.01,0
N001860,S004,51.49,N001038,7662.6,N000999,S156,85.0,52.01,0
N006972,S014,51.46,N007524,7578.3,N007564,S006,102.0,52.97,0
N002068,S004,51.4,N001038,7639.6,N000999,S156,85.0,51.91,0
N005026,S005,51.33,N002822,9459.1,N002836,S092,81.5,51.89,0
N005091,S005,51.29,N002822,9485.6,N002836,S092,81.5,51.85,0
N006856,S014,51.27,N007524,7284.5,N007564,S006,102.0,52.78,0
N005097,S005,51.25,N002822,9503.0,N002836,S092,81.5,51.8,0
N000618,S003,51.18,N003270,7789.0,N003298,S160,116.2,51.34,0
N005039,S005,51.09,N002822,9374.1,N002836,S092,81.5,51.65,0
N002045,S004,50.91,N001038,7468.1,N000999,S156,85.0,51.43,0
N006896,S014,50.87,N007524,7259.3,N007564,S006,102.0,52.38,0
N001840,S004,50.81,N001038,7503.5,N000999,S156,85.0,51.33,0
N000591,S003,50.77,N003270,8307.4,N003298,S160,116.2,50.93,0
N002477,S004,50.77,N001038,8113.2,N000999,S156,85.0,51.28,0
N001972,S004,50.59,N001038,7380.8,N000999,S156,85.0,51.11,0
N000288,S004,50.55,N001038,7001.5,N000999,S156,85.0,51.06,0
X000035,S005,50.52,N002822,10112.0,N002836,S092,81.5,51.08,0
N005005,S005,50.49,N002822,9368.0,N002836,S092,81.5,51.05,0
N006790,S014,50.46,N007524,6909.5,N007564,S006,102.0,51.97,0
N006861,S014,50.46,N007524,7104.3,N007564,S006,102.0,51.97,0
N004930,S005,50.44,N002822,9916.1,N002836,S092,81.5,51.0,0
N006877,S014,50.41,N007524,7037.9,N007564,S006,102.0,51.92,0
N000163,S007,50.38,N000275,1761.0,X000008,S004,1253.5,37.75,0
N006859,S014,50.38,N007524,7094.3,N007564,S006,102.0,51.89,0
N000662,S003,50.28,N003270,8067.3,N003298,S160,116.2,50.44,0
N000790,S003,50.22,N003270,8550.8,N003298,S160,116.2,50.38,0
N001983,S004,50.22,N001038,7298.5,N000999,S156,85.0,50.73,0
N000762,S003,50.19,N003270,8362.3,N003298,S160,116.2,50.35,0
N005114,S005,50.19,N002822,10211.1,N002836,S092,81.5,50.75,0
N001957,S004,50.06,N001038,7319.3,N000999,S156,85.0,50.57,0
N000742,S003,50.04,N003270,8283.3,N003298,S160,116.2,50.2,0
N000758,S003,50.03,N003270,8472.7,N003298,S160,116.2,50.19,0
N000732,S003,50.02,N003270,8263.7,N003298,S160,116.2,50.18,0
N000698,S003,49.99,N003270,8161.0,N003298,S160,116.2,50.15,0
N000711,S003,49.92,N003270,8204.0,N003298,S160,116.2,50.08,0
N006797,S014,49.73,N007524,6859.2,N007564,S006,102.0,51.23,0
N000741,S003,49.72,N003270,8397.5,N003298,S160,116.2,49.88,0
N002036,S004,49.71,N001038,7385.8,N000999,S156,85.0,50.22,0
N006761,S014,49.67,N007524,6517.5,N007564,S006,102.0,51.18,0
N001960,S004,49.58,N001038,7266.4,N000999,S156,85.0,50.09,0
N006818,S014,49.36,N007524,6779.8,N007564,S006,102.0,50.87,0
N004991,S005,48.95,N002822,9946.9,N002836,S092,81.5,49.5,0
X000132,S005,48.53,N002822,9417.7,N002836,S092,81.5,49.09,0
N004910,S005,48.52,N002822,9825.7,N002836,S092,81.5,49.07,0
N004959,S005,48.45,N002822,9739.4,N002836,S092,81.5,49.01,0
N005017,S005,48.31,N002822,9843.6,N002836,S092,81.5,48.87,0
N004771,S005,48.3,N002822,8931.3,N002836,S092,81.5,48.86,0
N004572,S005,48.19,N002822,8002.5,N002836,S092,81.5,48.74,0
N004601,S005,48.19,N002822,8148.9,N002836,S092,81.5,48.75,0
N001913,S004,48.1,N001038,7677.9,N000999,S156,85.0,48.61,0
N005067,S005,48.07,N002822,9938.8,N002836,S092,81.5,48.63,0
N004824,S005,48.06,N002822,9015.3,N002836,S092,81.5,48.62,0
N006733,S014,48.04,N007524,6229.9,N007564,S006,102.0,49.55,0
N004460,S005,48.02,N002822,7839.7,N002836,S092,81.5,48.58,0
N004630,S005,47.93,N002822,8242.5,N002836,S092,81.5,48.49,0
N000321,S004,47.83,N001038,6778.0,N000999,S156,85.0,48.34,0
N001849,S004,47.81,N001038,7729.7,N000999,S156,85.0,48.32,0
N001351,S004,47.8,N001038,6938.8,N000999,S156,85.0,48.31,0
N004871,S005,47.8,N002822,9192.7,N002836,S092,81.5,48.35,0
N001305,S004,47.73,N001038,7030.7,N000999,S156,85.0,48.24,0
N000284,S004,47.67,N001038,7256.4,N000999,S156,85.0,48.19,0
N004844,S005,47.62,N002822,9101.6,N002836,S092,81.5,48.18,0
N001276,S004,47.6,N001038,7013.1,N000999,S156,85.0,48.12,0
N001386,S004,47.47,N001038,6896.7,N000999,S156,85.0,47.98,0
N002172,S004,47.44,N001038,7364.4,N000999,S156,85.0,47.96,0
N001282,S004,47.41,N001038,7002.9,N000999,S156,85.0,47.92,0
N004322,S005,47.31,N002822,7656.6,N002836,S092,81.5,47.87,0
N000313,S004,47.24,N001038,6642.5,N000999,S156,85.0,47.75,0
N001787,S004,47.21,N001038,7766.2,N000999,S156,85.0,47.73,0
N002117,S004,47.15,N001038,7500.4,N000999,S156,85.0,47.66,0
N002152,S004,47.12,N001038,7220.2,N000999,S156,85.0,47.64,0
N002150,S004,46.97,N001038,7051.7,N000999,S156,85.0,47.49,0
N002178,S004,46.97,N001038,7129.8,N000999,S156,85.0,47.49,0
N001759,S004,46.87,N001038,7615.7,N000999,S156,85.0,47.38,0
N004970,S005,46.87,N002822,10055.9,N002836,S092,81.5,47.43,0
N001777,S004,46.76,N001038,7572.6,N000999,S156,85.0,47.27,0
N001336,S004,46.7,N001038,6906.1,N000999,S156,85.0,47.21,0
N001929,S004,46.67,N001038,7470.0,N000999,S156,85.0,47.19,0
N004901,S005,46.47,N002822,9287.5,N002836,S092,81.5,47.03,0
N000245,S007,46.44,N000275,1177.6,X000008,S004,1253.5,33.81,0
N002089,S004,46.38,N001038,6949.5,N000999,S156,85.0,46.89,0
N004651,S005,46.33,N002822,8352.6,N002836,S092,81.5,46.89,0
X000133,S005,46.32,N002822,9905.5,N002836,S092,81.5,46.87,0
N000240,S007,46.27,N000275,1114.6,X000008,S004,1253.5,33.63,0
N001832,S004,46.26,N001038,7487.6,N000999,S156,85.0,46.77,0
N002079,S004,46.22,N001038,7197.0,N000999,S156,85.0,46.74,0
N001878,S004,46.18,N001038,7405.1,N000999,S156,85.0,46.7,0
N004988,S005,46.17,N002822,9281.7,N002836,S092,81.5,46.73,0
N002162,S004,46.14,N001038,6784.9,N000999,S156,85.0,46.66,0
N002003,S004,46.11,N001038,7131.0,N000999,S156,85.0,46.62,0
N005574,S005,46.04,N002822,10736.3,N002836,S092,81.5,46.6,0
N000729,S003,45.96,N003270,5992.5,N003298,S160,116.2,46.12,0
N002020,S004,45.96,N001038,7094.5,N000999,S156,85.0,46.48,0
N004954,S005,45.81,N002822,9277.5,N002836,S092,81.5,46.37,0
N004461,S005,45.75,N002822,7563.2,N002836,S092,81.5,46.3,0
N004580,S005,45.72,N002822,7747.2,N002836,S092,81.5,46.28,0
N004512,S005,45.65,N002822,7579.2,N002836,S092,81.5,46.21,0
N004569,S005,45.64,N002822,7655.9,N002836,S092,81.5,46.2,0
N004615,S005,45.6,N002822,7899.8,N002836,S092,81.5,46.16,0
N001369,S004,45.57,N001038,6821.3,N000999,S156,85.0,46.09,0
N004581,S005,45.49,N002822,7679.1,N002836,S092,81.5,46.05,0
N006676,S014,45.38,N007524,5965.1,N007564,S006,102.0,46.89,0
N001400,S004,45.35,N001038,6749.9,N000999,S156,85.0,45.86,0
N004381,S005,45.32,N002822,7448.8,N002836,S092,81.5,45.88,0
N001441,S004,45.26,N001038,6657.7,N000999,S156,85.0,45.78,0
N005609,S005,45.26,N002822,10651.5,N002836,S092,81.5,45.81,0
N000814,S003,45.13,N003270,6370.3,N003298,S160,116.2,45.29,0
N000667,S003,45.12,N003270,6007.6,N003298,S160,116.2,45.28,0
N000718,S003,45.11,N003270,6045.9,N003298,S160,116.2,45.27,0
N001447,S004,45.11,N001038,6776.1,N000999,S156,85.0,45.63,0
N000733,S003,45.08,N003270,5828.7,N003298,S160,116.2,45.24,0
X000060,S004,44.98,N001038,7647.7,N000999,S156,85.0,45.49,0
N000753,S003,44.92,N003270,6149.1,N003298,S160,116.2,45.08,0
N000726,S003,44.88,N003270,5954.9,N003298,S160,116.2,45.04,0
N001418,S004,44.88,N001038,6827.1,N000999,S156,85.0,45.4,0
N004708,S005,44.84,N002822,8640.2,N002836,S092,81.5,45.4,0
N000809,S003,44.83,N003270,6310.6,N003298,S160,116.2,44.99,0
N000735,S003,44.82,N003270,6004.2,N003298,S160,116.2,44.98,0
N004400,S005,44.8,N002822,7368.8,N002836,S092,81.5,45.36,0
N001425,S004,44.76,N001038,6666.9,N000999,S156,85.0,45.27,0
N004647,S005,44.73,N002822,7783.1,N002836,S092,81.5,45.29,0
N001390,S004,44.62,N001038,6743.8,N000999,S156,85.0,45.13,0
N002102,S004,44.62,N001038,6689.2,N000999,S156,85.0,45.13,0
N004521,S005,44.6,N002822,7504.8,N002836,S092,81.5,45.16,0
N000768,S003,44.56,N003270,6268.7,N003298,S160,116.2,44.72,0
N004408,S005,44.53,N002822,7339.5,N002836,S092,81.5,45.09,0
N005557,S005,44.48,N002822,10582.0,N002836,S092,81.5,45.04,0
N007153,S001,44.41,N007153,0.0,N007265,S006,722.6,43.29,0
N001477,S004,44.36,N001038,6572.1,N000999,S156,85.0,44.88,0
N001946,S004,44.31,N001038,6629.8,N000999,S156,85.0,44.82,0
N001356,S004,44.28,N001038,6660.0,N000999,S156,85.0,44.79,0
N000689,S003,44.22,N003270,5879.9,N003298,S160,116.2,44.38,0
N004522,S005,44.1,N002822,7439.5,N002836,S092,81.5,44.66,0
N006073,S005,44.04,N002822,10955.3,N002836,S092,81.5,44.6,0
N005676,S005,43.99,N002822,10477.8,N002836,S092,81.5,44.55,0
N000736,S003,43.98,N003270,5740.5,N003298,S160,116.2,44.14,0
N004419,S005,43.85,N002822,7282.0,N002836,S092,81.5,44.41,0
N005644,S005,43.85,N002822,10554.0,N002836,S092,81.5,44.41,0
N004711,S005,43.8,N002822,8655.2,N002836,S092,81.5,44.36,0
N005533,S005,43.79,N002822,10481.3,N002836,S092,81.5,44.35,0
N001387,S004,43.72,N001038,6573.3,N000999,S156,85.0,44.24,0
N005610,S005,43.66,N002822,10418.9,N002836,S092,81.5,44.22,0
N000712,S003,43.63,N003270,5809.1,N003298,S160,116.2,43.79,0
N006041,S005,43.46,N002822,10871.4,N002836,S092,81.5,44.02,0
N004785,S005,43.37,N002822,8196.2,N002836,S092,81.5,43.93,0
N005848,S005,43.35,N002822,10623.3,N002836,S092,81.5,43.91,0
N005605,S005,43.34,N002822,10343.1,N002836,S092,81.5,43.9,0
N005789,S005,43.32,N002822,10529.3,N002836,S092,81.5,43.88,0
N000771,S003,43.29,N003270,5870.9,N003298,S160,116.2,43.45,0
N000315,S016,43.28,N001062,3335.4,N001118,S007,214.1,41.69,0
N000777,S003,43.16,N003270,5606.7,N003298,S160,116.2,43.32,0
N000804,S003,42.97,N003270,5643.7,N003298,S160,116.2,43.13,0
N004689,S005,42.88,N002822,8564.8,N002836,S092,81.5,43.44,0
N000316,S016,42.85,N001062,3247.3,N001118,S007,214.1,41.26,0
N001417,S004,42.81,N001038,6492.1,N000999,S156,85.0,43.32,0
N000372,S004,42.8,N001038,6267.5,N000999,S156,85.0,43.31,0
N001584,S004,42.69,N001038,6279.2,N000999,S156,85.0,43.21,0
N007087,S006,42.67,N007488,6665.0,N007474,S170,75.7,41.95,0
N001528,S004,42.65,N001038,6367.8,N000999,S156,85.0,43.17,0
N006908,S001,42.62,N006872,246.0,N006715,S022,738.0,24.61,0
N000317,S016,42.61,N001062,3250.6,N001118,S007,214.1,41.02,0
N000808,S003,42.6,N003270,5616.2,N003298,S160,116.2,42.77,0
N006011,S005,42.6,N002822,10792.1,N002836,S092,81.5,43.16,0
N005795,S005,42.59,N002822,10446.7,N002836,S092,81.5,43.15,0
N005735,S005,42.56,N002822,10363.9,N002836,S092,81.5,43.12,0
N001597,S004,42.55,N001038,6199.2,N000999,S156,85.0,43.07,0
N001458,S004,42.52,N001038,6400.0,N000999,S156,85.0,43.03,0
N007071,S006,42.5,N007488,6648.6,N007474,S170,75.7,41.78,0
N000828,S003,42.44,N003270,5713.2,N003298,S160,116.2,42.6,0
N000242,S007,42.41,N000275,671.7,X000008,S004,1253.5,29.77,0
N005985,S005,42.32,N002822,10723.1,N002836,S092,81.5,42.87,0
N007079,S006,42.28,N007488,6618.9,N007474,S170,75.7,41.56,0
N006936,S001,42.26,N006872,419.6,N006715,S022,738.0,24.25,0
N006895,S001,42.25,N006872,162.5,N006715,S022,738.0,24.24,0
N000329,S016,42.14,N001062,3165.8,N001118,S007,214.1,40.54,0
N000815,S003,42.14,N003270,5511.9,N003298,S160,116.2,42.3,0
N000820,S003,42.14,N003270,5579.6,N003298,S160,116.2,42.3,0
N005856,S005,42.08,N002822,10526.3,N002836,S092,81.5,42.64,0
N000811,S003,42.07,N003270,5381.4,N003298,S160,116.2,42.23,0
X000000,S004,42.03,N001038,6507.2,N000999,S156,85.0,42.54,0
N004845,S005,41.96,N002822,8291.5,N002836,S092,81.5,42.52,0
N007169,S006,41.94,N007488,6630.3,N007474,S170,75.7,41.22,0
N005652,S005,41.92,N002822,10257.8,N002836,S092,81.5,42.48,0
N006777,S014,41.91,N007524,5524.7,N007564,S006,102.0,43.42,0
N005799,S005,41.86,N002822,10344.6,N002836,S092,81.5,42.42,0
N000331,S016,41.8,N001062,3169.0,N001118,S007,214.1,40.21,0
X000029,S005,41.78,N002822,8780.2,N002836,S092,81.5,42.33,0
N005732,S005,41.66,N002822,10183.3,N002836,S092,81.5,42.22,0
N000330,S016,41.64,N001062,3083.0,N001118,S007,214.1,40.04,0
N006792,S014,41.64,N007524,5616.9,N007564,S006,102.0,43.15,0
N005858,S005,41.63,N002822,10436.7,N002836,S092,81.5,42.19,0
N007070,S006,41.63,N007488,6547.1,N007474,S170,75.7,40.91,0
N007097,S006,41.62,N007488,6537.0,N007474,S170,75.7,40.9,0
N004870,S005,41.55,N002822,8376.0,N002836,S092,81.5,42.11,0
N005736,S005,41.55,N002822,10066.0,N002836,S092,81.5,42.11,0
N001797,S004,41.5,N001038,6307.1,N000999,S156,85.0,42.01,0
N006872,S001,41.49,N006872,0.0,N006715,S022,738.0,23.48,0
N001616,S004,41.48,N001038,6087.3,N000999,S156,85.0,41.99,0
N007074,S006,41.47,N007488,6517.7,N007474,S170,75.7,40.75,0
N004665,S005,41.37,N002822,8461.2,N002836,S092,81.5,41.93,0
N005746,S005,41.21,N002822,10181.2,N002836,S092,81.5,41.76,0
N005695,S005,41.2,N002822,10175.9,N002836,S092,81.5,41.76,0
N001743,S004,41.16,N001038,6257.1,N000999,S156,85.0,41.68,0
N005805,S005,41.11,N002822,10264.5,N002836,S092,81.5,41.67,0
N007067,S006,41.01,N007488,6469.6,N007474,S170,75.7,40.29,0
N007089,S006,41.01,N007488,6435.5,N007474,S170,75.7,40.29,0
N000873,S003,40.95,N003270,5447.6,N003298,S160,116.2,41.11,0
N000858,S003,40.94,N003270,5270.2,N003298,S160,116.2,41.1,0
N000875,S003,40.94,N003270,5495.6,N003298,S160,116.2,41.1,0
N000955,S003,40.94,N003270,5472.6,N003298,S160,116.2,41.1,0
N007016,S001,40.91,N007032,278.5,N007084,S006,302.9,42.55,0
N000869,S003,40.89,N003270,5390.2,N003298,S160,116.2,41.05,0
N000877,S003,40.85,N003270,5518.5,N003298,S160,116.2,41.01,0
N005720,S005,40.83,N002822,10054.0,N002836,S092,81.5,41.39,0
N005794,S005,40.82,N002822,9985.7,N002836,S092,81.5,41.38,0
N005889,S005,40.79,N002822,10130.9,N002836,S092,81.5,41.35,0
N005832,S005,40.78,N002822,10133.3,N002836,S092,81.5,41.34,0
N007032,S001,40.75,N007032,0.0,N007084,S006,302.9,42.39,0
N006823,S014,40.71,N007524,5793.4,N007564,S006,102.0,42.22,0
X000146,S014,40.64,N007524,6184.8,N007564,S006,102.0,42.15,0
X000028,S005,40.63,N002822,8719.7,N002836,S092,81.5,41.19,0
N000911,S003,40.6,N003270,5379.1,N003298,S160,116.2,40.76,0
N005752,S005,40.6,N002822,10091.8,N002836,S092,81.5,41.16,0
N000259,S007,40.58,N000275,476.1,X000008,S004,1253.5,27.95,0
N000914,S003,40.58,N003270,5365.6,N003298,S160,116.2,40.74,0
N000912,S003,40.57,N003270,5285.9,N003298,S160,116.2,40.73,0
N001628,S004,40.54,N001038,5998.9,N000999,S156,85.0,41.05,0
N001757,S004,40.46,N001038,6141.8,N000999,S156,85.0,40.97,0
N005774,S005,40.43,N002822,10050.5,N002836,S092,81.5,40.99,0
X000109,S001,40.43,N006872,360.1,N006715,S022,738.0,22.42,0
N000862,S003,40.42,N003270,5197.3,N003298,S160,116.2,40.58,0
N000499,S004,40.39,N001038,6482.9,N000999,S156,85.0,40.91,0
N007091,S006,40.38,N007488,6418.1,N007474,S170,75.7,39.66,0
N000884,S003,40.37,N003270,5609.7,N003298,S160,116.2,40.53,0
N000896,S003,40.34,N003270,5661.3,N003298,S160,116.2,40.5,0
N007085,S006,40.34,N007488,6364.0,N007474,S170,75.7,39.62,0
N001088,S003,40.33,N003270,5383.4,N003298,S160,116.2,40.49,0
N001043,S003,40.29,N003270,5300.6,N003298,S160,116.2,40.45,0
